DMSO-1	DMSO-2	RocA-003	RocA-03	RocA-3
ENST00000372435	ENST00000229922	ENST00000359920	ENST00000400256	ENST00000513876
ENST00000520509	ENST00000351217	ENST00000370841	ENST00000250896	ENST00000342922
ENST00000327681	ENST00000267202	ENST00000310389	ENST00000311417	ENST00000315005
ENST00000261407	ENST00000215793	ENST00000315796	ENST00000406263	ENST00000612311
ENST00000261867	ENST00000296921	ENST00000320033	ENST00000247161	ENST00000303434
ENST00000543095	ENST00000205194	ENST00000614616	ENST00000307363	ENST00000372759
ENST00000350997	ENST00000396516	ENST00000358691	ENST00000372904	ENST00000276585
ENST00000397389	ENST00000480687	ENST00000621385	ENST00000276297	ENST00000029410
ENST00000409931	ENST00000300811	ENST00000519065	ENST00000355999	ENST00000371429
ENST00000271375	ENST00000292524	ENST00000595337	ENST00000611055	ENST00000289081
ENST00000220809	ENST00000307126	ENST00000337351	ENST00000440460	ENST00000369485
ENST00000638807	ENST00000329734	ENST00000392325	ENST00000196169	ENST00000361605
ENST00000359315	ENST00000248121	ENST00000305105	ENST00000396901	ENST00000381075
ENST00000281273	ENST00000368003	ENST00000498926	ENST00000437807	ENST00000300574
ENST00000373115	ENST00000296721	ENST00000627653	ENST00000264350	ENST00000306467
ENST00000570628	ENST00000489671	ENST00000283122	ENST00000321276	ENST00000255152
ENST00000264020	ENST00000504811	ENST00000369393	ENST00000447944	ENST00000272902
ENST00000262962	ENST00000294753	ENST00000337852	ENST00000392502	ENST00000200135
ENST00000583509	ENST00000373281	ENST00000401867	ENST00000355221	ENST00000272067
ENST00000360110	ENST00000396496	ENST00000371199	ENST00000473183	ENST00000399362
ENST00000541212	ENST00000375377	ENST00000336868	ENST00000261667	ENST00000304222
ENST00000356970	ENST00000403714	ENST00000615603	ENST00000566621	ENST00000392092
ENST00000395198	ENST00000372970	ENST00000369110	ENST00000271877	ENST00000522532
ENST00000314852	ENST00000005340	ENST00000168216	ENST00000458385	ENST00000348428
ENST00000429436	ENST00000334955	ENST00000299238	ENST00000346991	ENST00000373840
ENST00000368332	ENST00000435364	ENST00000373803	ENST00000535729	ENST00000382093
ENST00000392138	ENST00000494664	ENST00000262525	ENST00000264001	ENST00000361234
ENST00000370035	ENST00000316738	ENST00000462315	ENST00000478753	ENST00000223073
ENST00000381209	ENST00000404141	ENST00000373578	ENST00000399921	ENST00000254325
ENST00000235382	ENST00000397332	ENST00000392161	ENST00000338821	ENST00000400256
ENST00000358290	ENST00000368926	ENST00000234170	ENST00000335606	ENST00000250896
ENST00000314622	ENST00000298912	ENST00000599386	ENST00000369797	ENST00000311417
ENST00000273920	ENST00000301030	ENST00000369851	ENST00000290231	ENST00000247161
ENST00000253457	ENST00000616144	ENST00000298198	ENST00000311469	ENST00000307363
ENST00000362042	ENST00000409257	ENST00000258399	ENST00000389906	ENST00000372904
ENST00000404767	ENST00000372435	ENST00000288014	ENST00000254605	ENST00000276297
ENST00000246747	ENST00000520509	ENST00000361874	ENST00000275230	ENST00000355999
ENST00000402844	ENST00000327681	ENST00000326739	ENST00000281871	ENST00000611055
ENST00000304511	ENST00000262487	ENST00000361547	ENST00000310430	ENST00000196169
ENST00000629427	ENST00000261407	ENST00000287437	ENST00000324093	ENST00000396901
ENST00000591680	ENST00000261867	ENST00000265295	ENST00000326005	ENST00000437807
ENST00000378026	ENST00000543095	ENST00000270722	ENST00000286523	ENST00000264350
ENST00000372025	ENST00000350997	ENST00000312251	ENST00000388798	ENST00000321276
ENST00000305364	ENST00000397389	ENST00000502935	ENST00000257552	ENST00000447944
ENST00000359692	ENST00000409931	ENST00000381638	ENST00000265351	ENST00000392502
ENST00000275015	ENST00000271375	ENST00000396651	ENST00000394169	ENST00000355221
ENST00000025008	ENST00000220809	ENST00000344417	ENST00000471389	ENST00000473183
ENST00000281146	ENST00000638807	ENST00000331803	ENST00000400269	ENST00000261667
ENST00000372715	ENST00000359315	ENST00000361055	ENST00000258947	ENST00000298281
ENST00000296933	ENST00000281273	ENST00000393328	ENST00000451315	ENST00000566621
ENST00000260118	ENST00000373115	ENST00000259400	ENST00000380821	ENST00000271877
ENST00000280758	ENST00000570628	ENST00000226004	ENST00000383657	ENST00000458385
ENST00000480456	ENST00000264020	ENST00000268638	ENST00000528080	ENST00000346991
ENST00000375003	ENST00000262962	ENST00000511367	ENST00000424970	ENST00000535729
ENST00000256151	ENST00000304916	ENST00000481448	ENST00000289788	ENST00000478753
ENST00000376355	ENST00000583509	ENST00000437553	ENST00000356166	ENST00000399921
ENST00000322177	ENST00000360110	ENST00000012049	ENST00000345496	ENST00000338821
ENST00000417934	ENST00000541212	ENST00000389774	ENST00000229330	ENST00000335606
ENST00000389737	ENST00000356970	ENST00000374796	ENST00000262719	ENST00000369797
ENST00000249806	ENST00000395198	ENST00000415385	ENST00000310118	ENST00000290231
ENST00000528572	ENST00000314852	ENST00000262919	ENST00000321337	ENST00000311469
ENST00000360214	ENST00000429436	ENST00000302746	ENST00000175091	ENST00000389906
ENST00000262238	ENST00000368332	ENST00000299957	ENST00000543469	ENST00000254605
ENST00000372067	ENST00000392138	ENST00000372358	ENST00000566157	ENST00000314742
ENST00000258149	ENST00000370035	ENST00000377038	ENST00000366639	ENST00000275230
ENST00000356607	ENST00000381209	ENST00000229708	ENST00000427569	ENST00000281871
ENST00000504228	ENST00000235382	ENST00000360299	ENST00000381346	ENST00000310430
ENST00000376327	ENST00000358290	ENST00000223369	ENST00000403733	ENST00000379938
ENST00000455045	ENST00000314622	ENST00000274853	ENST00000357387	ENST00000324093
ENST00000615052	ENST00000273920	ENST00000013070	ENST00000419783	ENST00000326005
ENST00000399302	ENST00000253457	ENST00000307961	ENST00000222726	ENST00000404220
ENST00000264010	ENST00000362042	ENST00000268261	ENST00000366647	ENST00000388798
ENST00000229829	ENST00000404767	ENST00000409177	ENST00000344517	ENST00000257552
ENST00000409645	ENST00000246747	ENST00000524782	ENST00000433351	ENST00000265351
ENST00000377411	ENST00000402844	ENST00000528246	ENST00000397512	ENST00000394169
ENST00000606812	ENST00000304511	ENST00000264990	ENST00000282488	ENST00000471389
ENST00000246337	ENST00000629427	ENST00000451060	ENST00000406424	ENST00000400269
ENST00000293829	ENST00000591680	ENST00000592035	ENST00000233057	ENST00000258947
ENST00000220531	ENST00000378026	ENST00000359543	ENST00000295240	ENST00000451315
ENST00000438320	ENST00000372025	ENST00000264220	ENST00000338369	ENST00000380821
ENST00000250113	ENST00000305364	ENST00000518095	ENST00000254630	ENST00000528080
ENST00000377603	ENST00000359692	ENST00000319550	ENST00000284984	ENST00000383657
ENST00000317089	ENST00000275015	ENST00000439649	ENST00000300283	ENST00000395042
ENST00000261377	ENST00000025008	ENST00000369754	ENST00000355610	ENST00000424970
ENST00000320892	ENST00000281146	ENST00000290510	ENST00000526148	ENST00000289788
ENST00000436978	ENST00000372715	ENST00000536163	ENST00000356891	ENST00000356166
ENST00000397938	ENST00000296933	ENST00000355415	ENST00000292599	ENST00000345496
ENST00000356577	ENST00000260118	ENST00000572681	ENST00000323019	ENST00000369519
ENST00000375094	ENST00000280758	ENST00000398761	ENST00000322203	ENST00000229330
ENST00000570054	ENST00000480456	ENST00000370205	ENST00000611091	ENST00000262719
ENST00000228515	ENST00000375003	ENST00000407558	ENST00000261879	ENST00000310118
ENST00000394422	ENST00000256151	ENST00000477853	ENST00000399075	ENST00000321337
ENST00000525621	ENST00000376355	ENST00000541682	ENST00000613065	ENST00000175091
ENST00000252136	ENST00000417934	ENST00000376052	ENST00000325212	ENST00000566157
ENST00000217131	ENST00000414820	ENST00000420696	ENST00000525693	ENST00000366639
ENST00000265909	ENST00000374900	ENST00000431635	ENST00000244763	ENST00000375406
ENST00000333039	ENST00000389737	ENST00000377707	ENST00000253496	ENST00000427569
ENST00000436874	ENST00000249806	ENST00000338977	ENST00000265717	ENST00000381346
ENST00000396652	ENST00000528572	ENST00000334352	ENST00000215739	ENST00000403733
ENST00000349792	ENST00000360214	ENST00000503004	ENST00000361521	ENST00000357387
ENST00000355338	ENST00000262238	ENST00000373116	ENST00000369849	ENST00000419783
ENST00000452248	ENST00000372067	ENST00000388768	ENST00000216214	ENST00000222726
ENST00000543683	ENST00000258149	ENST00000434507	ENST00000274031	ENST00000366647
ENST00000370078	ENST00000356607	ENST00000397420	ENST00000367048	ENST00000344517
ENST00000367287	ENST00000504228	ENST00000261413	ENST00000451024	ENST00000433351
ENST00000368932	ENST00000376327	ENST00000318911	ENST00000380094	ENST00000397512
ENST00000343450	ENST00000455045	ENST00000393020	ENST00000396920	ENST00000282488
ENST00000503176	ENST00000615052	ENST00000374861	ENST00000318950	ENST00000406424
ENST00000306193	ENST00000399302	ENST00000569669	ENST00000378799	ENST00000233057
ENST00000504123	ENST00000264010	ENST00000299954	ENST00000315073	ENST00000338369
ENST00000344096	ENST00000229829	ENST00000553066	ENST00000251166	ENST00000254630
ENST00000261937	ENST00000409645	ENST00000199706	ENST00000623724	ENST00000458649
ENST00000239231	ENST00000377411	ENST00000361384	ENST00000242351	ENST00000284984
ENST00000380527	ENST00000606812	ENST00000429416	ENST00000344337	ENST00000542554
ENST00000368068	ENST00000246337	ENST00000240100	ENST00000263798	ENST00000526148
ENST00000287169	ENST00000293829	ENST00000557943	ENST00000389061	ENST00000356891
ENST00000371521	ENST00000220531	ENST00000341491	ENST00000327064	ENST00000292599
ENST00000332503	ENST00000438320	ENST00000425202	ENST00000342981	ENST00000323019
ENST00000239906	ENST00000250113	ENST00000343053	ENST00000394132	ENST00000322203
ENST00000266742	ENST00000377603	ENST00000373191	ENST00000430069	ENST00000611091
ENST00000260952	ENST00000317089	ENST00000451157	ENST00000300976	ENST00000261879
ENST00000381031	ENST00000261377	ENST00000588734	ENST00000341864	ENST00000399075
ENST00000639401	ENST00000320892	ENST00000354321	ENST00000601313	ENST00000325212
ENST00000272317	ENST00000436978	ENST00000354586	ENST00000473942	ENST00000525693
ENST00000313250	ENST00000397938	ENST00000296292	ENST00000242783	ENST00000244763
ENST00000347077	ENST00000356577	ENST00000423777	ENST00000335999	ENST00000253496
ENST00000491511	ENST00000375094	ENST00000419234	ENST00000315616	ENST00000265717
ENST00000356321	ENST00000570054	ENST00000431473	ENST00000261601	ENST00000215739
ENST00000370836	ENST00000228515	ENST00000271636	ENST00000204549	ENST00000361521
ENST00000382518	ENST00000394422	ENST00000371621	ENST00000380249	ENST00000369849
ENST00000286175	ENST00000525621	ENST00000402010	ENST00000369905	ENST00000216214
ENST00000338415	ENST00000252136	ENST00000314641	ENST00000263735	ENST00000274031
ENST00000371369	ENST00000217131	ENST00000216180	ENST00000286398	ENST00000407847
ENST00000460851	ENST00000265909	ENST00000370487	ENST00000296511	ENST00000367048
ENST00000355202	ENST00000333039	ENST00000388795	ENST00000366522	ENST00000380094
ENST00000303391	ENST00000436874	ENST00000369705	ENST00000373264	ENST00000396920
ENST00000230449	ENST00000396652	ENST00000370114	ENST00000298125	ENST00000378799
ENST00000359154	ENST00000349792	ENST00000418929	ENST00000356057	ENST00000315073
ENST00000358780	ENST00000355338	ENST00000401061	ENST00000602925	ENST00000251166
ENST00000614244	ENST00000452248	ENST00000358849	ENST00000243563	ENST00000623724
ENST00000370455	ENST00000543683	ENST00000321560	ENST00000343619	ENST00000242351
ENST00000376901	ENST00000370078	ENST00000262105	ENST00000220966	ENST00000344337
ENST00000271640	ENST00000367287	ENST00000316024	ENST00000370631	ENST00000216133
ENST00000260731	ENST00000368932	ENST00000254436	ENST00000368977	ENST00000263798
ENST00000568107	ENST00000343450	ENST00000396512	ENST00000543669	ENST00000389061
ENST00000504154	ENST00000503176	ENST00000309822	ENST00000368843	ENST00000327064
ENST00000600100	ENST00000306193	ENST00000371582	ENST00000262646	ENST00000342981
ENST00000319974	ENST00000504123	ENST00000504764	ENST00000514277	ENST00000447788
ENST00000611077	ENST00000344096	ENST00000389005	ENST00000306072	ENST00000430069
ENST00000373954	ENST00000261937	ENST00000556710	ENST00000221856	ENST00000300976
ENST00000325110	ENST00000239231	ENST00000292123	ENST00000409031	ENST00000341864
ENST00000372564	ENST00000380527	ENST00000395860	ENST00000308683	ENST00000302424
ENST00000549578	ENST00000368068	ENST00000508053	ENST00000396472	ENST00000601313
ENST00000331923	ENST00000287169	ENST00000298556	ENST00000393473	ENST00000361727
ENST00000377072	ENST00000371521	ENST00000322927	ENST00000544604	ENST00000473942
ENST00000299608	ENST00000332503	ENST00000399916	ENST00000313519	ENST00000242783
ENST00000380822	ENST00000239906	ENST00000620552	ENST00000222567	ENST00000335999
ENST00000331768	ENST00000266742	ENST00000276416	ENST00000397098	ENST00000315616
ENST00000499247	ENST00000260952	ENST00000344683	ENST00000618539	ENST00000261601
ENST00000481739	ENST00000381031	ENST00000375436	ENST00000371113	ENST00000204549
ENST00000431828	ENST00000639401	ENST00000397195	ENST00000395391	ENST00000380249
ENST00000247191	ENST00000272317	ENST00000640019	ENST00000323699	ENST00000369905
ENST00000263574	ENST00000313250	ENST00000396908	ENST00000539935	ENST00000307201
ENST00000256429	ENST00000347077	ENST00000409682	ENST00000368984	ENST00000263735
ENST00000261600	ENST00000373517	ENST00000221922	ENST00000264161	ENST00000286398
ENST00000031146	ENST00000491511	ENST00000251496	ENST00000380492	ENST00000247815
ENST00000215882	ENST00000356321	ENST00000336086	ENST00000393179	ENST00000296511
ENST00000373600	ENST00000370836	ENST00000392872	ENST00000394967	ENST00000366522
ENST00000245817	ENST00000382518	ENST00000264198	ENST00000265395	ENST00000373264
ENST00000233616	ENST00000286175	ENST00000366928	ENST00000276893	ENST00000298125
ENST00000334636	ENST00000338415	ENST00000265036	ENST00000303635	ENST00000356057
ENST00000265960	ENST00000371369	ENST00000347662	ENST00000230124	ENST00000602925
ENST00000317881	ENST00000460851	ENST00000399423	ENST00000352410	ENST00000243563
ENST00000259239	ENST00000355202	ENST00000229795	ENST00000553532	ENST00000343619
ENST00000376440	ENST00000303391	ENST00000356657	ENST00000249373	ENST00000220966
ENST00000378501	ENST00000230449	ENST00000247182	ENST00000563594	ENST00000370631
ENST00000366711	ENST00000359154	ENST00000359308	ENST00000525643	ENST00000368977
ENST00000265433	ENST00000358780	ENST00000368521	ENST00000412217	ENST00000543669
ENST00000533983	ENST00000614244	ENST00000492933	ENST00000368361	ENST00000368843
ENST00000546361	ENST00000370455	ENST00000271277	ENST00000339157	ENST00000262646
ENST00000346964	ENST00000376901	ENST00000545180	ENST00000379170	ENST00000514277
ENST00000264926	ENST00000271640	ENST00000579849	ENST00000372525	ENST00000221856
ENST00000396200	ENST00000260731	ENST00000311322	ENST00000292211	ENST00000409031
ENST00000282096	ENST00000568107	ENST00000216420	ENST00000600449	ENST00000308683
ENST00000582693	ENST00000504154	ENST00000315082	ENST00000326291	ENST00000396472
ENST00000415912	ENST00000600100	ENST00000305626	ENST00000309602	ENST00000340333
ENST00000368887	ENST00000319974	ENST00000323701	ENST00000345317	ENST00000313519
ENST00000357654	ENST00000611077	ENST00000217971	ENST00000376621	ENST00000222567
ENST00000538404	ENST00000373954	ENST00000330423	ENST00000226230	ENST00000397098
ENST00000310298	ENST00000325110	ENST00000518219	ENST00000337738	ENST00000618539
ENST00000432059	ENST00000372564	ENST00000545797	ENST00000305253	ENST00000371113
ENST00000343218	ENST00000549578	ENST00000221462	ENST00000356836	ENST00000395391
ENST00000216879	ENST00000331923	ENST00000504771	ENST00000361671	ENST00000323699
ENST00000576778	ENST00000377072	ENST00000281142	ENST00000308022	ENST00000539935
ENST00000254301	ENST00000299608	ENST00000229329	ENST00000225296	ENST00000373463
ENST00000366535	ENST00000380822	ENST00000545712	ENST00000376649	ENST00000264161
ENST00000538255	ENST00000331768	ENST00000320316	ENST00000572887	ENST00000380492
ENST00000395611	ENST00000499247	ENST00000580018	ENST00000322897	ENST00000393179
ENST00000316077	ENST00000481739	ENST00000372577	ENST00000284073	ENST00000394967
ENST00000270815	ENST00000431828	ENST00000372394	ENST00000316097	ENST00000265395
ENST00000295887	ENST00000247191	ENST00000372524	ENST00000379826	ENST00000276893
ENST00000367064	ENST00000263574	ENST00000338728	ENST00000319357	ENST00000303635
ENST00000612814	ENST00000256429	ENST00000279101	ENST00000324849	ENST00000230124
ENST00000621189	ENST00000261600	ENST00000375766	ENST00000355413	ENST00000352410
ENST00000539247	ENST00000031146	ENST00000379565	ENST00000283148	ENST00000200453
ENST00000269701	ENST00000215882	ENST00000286234	ENST00000389120	ENST00000249373
ENST00000505490	ENST00000373600	ENST00000376887	ENST00000381337	ENST00000553532
ENST00000296233	ENST00000245817	ENST00000367895	ENST00000335523	ENST00000563594
ENST00000370963	ENST00000233616	ENST00000336294	ENST00000368467	ENST00000525643
ENST00000602390	ENST00000334636	ENST00000381627	ENST00000262193	ENST00000368361
ENST00000372699	ENST00000265960	ENST00000433060	ENST00000394140	ENST00000339157
ENST00000460006	ENST00000317881	ENST00000180173	ENST00000367577	ENST00000379170
ENST00000359595	ENST00000259239	ENST00000261479	ENST00000311764	ENST00000372525
ENST00000301180	ENST00000376440	ENST00000370454	ENST00000394532	ENST00000292211
